日期,开始时间,结束时间,出发线路,终到线路,起始站,终到站,客流量
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,牡丹园,王府井,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,牡丹园,鼓楼大街,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,昌平线,苏州街,六道口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,苏州街,团结湖,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,2号线,苏州街,北京站,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,2号线,苏州街,崇文门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,5号线,苏州街,天通苑,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,苏州街,回龙观东大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,8号线,苏州街,奥林匹克公园,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,1-八通线,金台夕照,果园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,1-八通线,金台夕照,王府井,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,金台夕照,十里河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,金台夕照,海淀黄庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,10号线,金台夕照,牡丹园,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,10号线,5号线,金台夕照,天通苑,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,昌平线,立水桥,学知园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,昌平线,立水桥,学院桥,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,昌平线,立水桥,沙河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,10号线,立水桥,北土城,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,10号线,立水桥,十里河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,13号线,立水桥,西二旗,14.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,15号线,立水桥,望京,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,2号线,立水桥,北京站,9.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,2号线,立水桥,鼓楼大街,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,8号线,立水桥,永泰庄,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,1-八通线,西二旗,东单,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,10号线,西二旗,北土城,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,15号线,西二旗,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,2号线,西二旗,北京站,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,5号线,西二旗,大屯路东,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,5号线,西二旗,天通苑北,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,5号线,西二旗,天通苑,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,5号线,西二旗,崇文门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,13号线,8号线,西二旗,回龙观东大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,六道口,大屯路东,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,六道口,奥林匹克公园,20.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,六道口,望京,7.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,六道口,清华东路西口,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,2号线,六道口,北京站,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,5号线,六道口,天通苑北,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,5号线,六道口,崇文门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,8号线,六道口,回龙观东大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,8号线,六道口,永泰庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,大屯路东,大屯路东,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,大屯路东,奥林匹克公园,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,大屯路东,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,大屯路东,清华东路西口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,昌平线,奥林匹克公园,沙河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,奥林匹克公园,六道口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,奥林匹克公园,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,奥林匹克公园,清华东路西口,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,5号线,奥林匹克公园,天通苑,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,清华东路西口,六道口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,清华东路西口,奥林匹克公园,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,清华东路西口,望京,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,15号线,清华东路西口,清华东路西口,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,5号线,清华东路西口,天通苑,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,15号线,8号线,清华东路西口,永泰庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,前门,北京站,13.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,前门,崇文门,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,昌平线,北京站,学院桥,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,昌平线,北京站,昌平西山口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,昌平线,北京站,沙河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,1-八通线,北京站,东单,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,1-八通线,北京站,王府井,11.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,1-八通线,北京站,环球度假区,14.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,10号线,北京站,十里河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,14号线,北京站,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,14号线,北京站,永定门外,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,15号线,北京站,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,15号线,北京站,清华东路西口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,19号线,北京站,牡丹园,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,北京站,北京站,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,北京站,崇文门,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,北京站,鼓楼大街,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,4-大兴线,北京站,海淀黄庄,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,5号线,北京站,天通苑北,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,5号线,北京站,天通苑,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,7号线,北京站,珠市口,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,北京站,北土城,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,北京站,奥林匹克公园,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,北京站,永定门外,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,北京站,永泰庄,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,北京站,珠市口,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,10号线,崇文门,农业展览馆,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,崇文门,北京站,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,崇文门,崇文门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,2号线,崇文门,鼓楼大街,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,崇文门,回龙观东大街,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,崇文门,奥林匹克公园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,2号线,8号线,崇文门,永泰庄,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,14号线,东单,十里河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,2号线,东单,北京站,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,东单,东单,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,东单,大屯路东,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,东单,天通苑北,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,东单,崇文门,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,亦庄线,大屯路东,小红门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,1-八通线,大屯路东,果园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,1-八通线,大屯路东,环球度假区,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,大屯路东,农业展览馆,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,大屯路东,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,大屯路东,海淀黄庄,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,大屯路东,牡丹园,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,大屯路东,车道沟,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,2号线,大屯路东,北京站,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,大屯路东,东单,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,大屯路东,大屯路东,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,大屯路东,天通苑北,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,大屯路东,天通苑,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,大屯路东,惠新西街南口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,亦庄线,天通苑,小红门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,昌平线,天通苑,沙河,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,1-八通线,天通苑,王府井,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,天通苑,北土城,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,天通苑,十里河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,天通苑,团结湖,8.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,天通苑,海淀黄庄,11.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,天通苑,牡丹园,7.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,天通苑,车道沟,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,13号线,天通苑,西二旗,13.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,15号线,天通苑,六道口,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,15号线,天通苑,奥林匹克公园,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,15号线,天通苑,望京,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,2号线,天通苑,北京站,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,天通苑,东单,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,天通苑,大屯路东,14.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,天通苑,天通苑,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,天通苑,崇文门,13.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,天通苑,惠新西街南口,8.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,7号线,天通苑,珠市口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,8号线,天通苑,回龙观东大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,8号线,天通苑,永泰庄,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,崇文门,牡丹园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,14号线,崇文门,十里河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,崇文门,东单,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,崇文门,大屯路东,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,崇文门,天通苑北,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,崇文门,天通苑,7.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,崇文门,崇文门,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,崇文门,惠新西街南口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,7号线,崇文门,环球度假区,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,13号线,惠新西街南口,西二旗,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,15号线,惠新西街南口,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,2号线,惠新西街南口,北京站,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,惠新西街南口,东单,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,惠新西街南口,天通苑北,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,惠新西街南口,天通苑,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,惠新西街南口,惠新西街南口,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,1-八通线,立水桥,果园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,1-八通线,立水桥,环球度假区,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,立水桥,农业展览馆,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,立水桥,团结湖,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,立水桥,海淀黄庄,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,10号线,立水桥,牡丹园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,14号线,立水桥,永定门外,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,15号线,立水桥,六道口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,15号线,立水桥,奥林匹克公园,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,15号线,立水桥,望京,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,2号线,立水桥,北京站,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,立水桥,东单,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,立水桥,大屯路东,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,立水桥,天通苑北,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,立水桥,天通苑,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,立水桥,崇文门,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,5号线,5号线,立水桥,惠新西街南口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,6号线,14号线,南锣鼓巷,十里河,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,10号线,北京西站,十里河,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,10号线,北京西站,团结湖,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,13号线,北京西站,西二旗,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,14号线,北京西站,十里河,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,14号线,北京西站,望京,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,14号线,北京西站,永定门外,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,15号线,北京西站,望京,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,15号线,北京西站,清华东路西口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,2号线,北京西站,北京站,25.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,2号线,北京西站,崇文门,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,5号线,北京西站,东单,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,5号线,北京西站,大屯路东,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,5号线,北京西站,天通苑北,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,5号线,北京西站,天通苑,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,5号线,北京西站,崇文门,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,7号线,北京西站,环球度假区,22.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,7号线,北京西站,珠市口,
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,8号线,北京西站,回龙观东大街,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,8号线,北京西站,奥林匹克公园,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,8号线,北京西站,永定门外,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,8号线,北京西站,王府井,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,8号线,北京西站,鼓楼大街,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,7号线,7号线,环球度假区,环球度假区,10.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,昌平线,中国美术馆,昌平西山口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,昌平线,中国美术馆,沙河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,2号线,中国美术馆,北京站,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,中国美术馆,回龙观东大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,中国美术馆,奥林匹克公园,5.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,中国美术馆,永定门外,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,中国美术馆,永泰庄,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,中国美术馆,王府井,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,1-八通线,什刹海,环球度假区,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,什刹海,回龙观东大街,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,什刹海,王府井,11.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,1-八通线,前门,环球度假区,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,10号线,前门,团结湖,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,15号线,前门,清华东路西口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,前门,北土城,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,前门,奥林匹克公园,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,前门,永定门外,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,前门,王府井,9.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,前门,珠市口,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,1-八通线,北土城,果园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,2号线,北土城,北京站,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,2号线,北土城,崇文门,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,北土城,奥林匹克公园,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,北土城,永泰庄,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,北土城,珠市口,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,北土城,鼓楼大街,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,昌平线,南锣鼓巷,学知园,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,南锣鼓巷,北土城,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,南锣鼓巷,奥林匹克公园,4.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,昌平线,奥林匹克公园,沙河,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,2号线,奥林匹克公园,北京站,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,奥林匹克公园,回龙观东大街,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,奥林匹克公园,奥林匹克公园,3.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,奥林匹克公园,永定门外,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,奥林匹克公园,王府井,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,奥林匹克公园,珠市口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,2号线,永定门外,崇文门,2.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,5号线,永定门外,天通苑北,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,永定门外,奥林匹克公园,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,永定门外,永定门外,7.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,永定门外,王府井,6.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,8号线,永定门外,珠市口,1.0
2023/5/20,2023/5/20 08:45:00,2023/5/20 09:00:00,8号线,2号线,王府井,崇文门,2.0
